chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue
chr2R	8914501	8915000	chr2R	8914501	8915000	64857	64857	0.7697591481	0.0000000000	0.0000000000
chr2R	8928001	8928500	chr2R	8928001	8928500	64884	64884	0.2765983298	0.0005047706	0.0006397610
chr2R	8940001	8940500	chr2R	8940001	8940500	64908	64908	0.3064365102	0.0001054753	0.0001394155
chr2R	8947501	8948000	chr2R	8947501	8948000	64923	64923	0.4436709107	0.0000000052	0.0000000093
chr2R	8951501	8952000	chr2R	8951501	8952000	64931	64931	0.6158705144	0.0000000000	0.0000000000
chr2R	8986001	8986500	chr2R	8986001	8986500	65000	65000	0.1449057123	0.0738880678	0.0811791945
chr2R	8992501	8993000	chr2R	8992501	8993000	65013	65013	0.6943514201	0.0000000000	0.0000000000
chr2R	9006501	9007000	chr2R	9006501	9007000	65041	65041	0.4699049775	0.0000000004	0.0000000008
chr2R	9095001	9095500	chr2R	9095001	9095500	65218	65218	0.5008885510	0.0000000000	0.0000000000
chr2R	9116501	9117000	chr2R	9116501	9117000	65261	65261	0.5929760669	0.0000000000	0.0000000000
chr2R	9132001	9132500	chr2R	9132001	9132500	65292	65292	0.5990120284	0.0000000000	0.0000000000
chr2R	9137501	9138000	chr2R	9137501	9138000	65303	65303	0.5101084831	0.0000000000	0.0000000000
chr2R	9166001	9166500	chr2R	9166001	9166500	65360	65360	0.3760632876	0.0000012760	0.0000019126
chr2R	9177501	9178000	chr2R	9177501	9178000	65383	65383	0.5465333797	0.0000000000	0.0000000000
chr2R	9192001	9192500	chr2R	9192001	9192500	65412	65412	0.6809682349	0.0000000000	0.0000000000
chr2R	9207501	9208000	chr2R	9207501	9208000	65443	65443	0.7285874933	0.0000000000	0.0000000000
chr2R	9247501	9248000	chr2R	9247501	9248000	65523	65523	0.3542814805	0.0000057436	0.0000082963
chr2R	9251501	9252000	chr2R	9251501	9252000	65531	65531	0.3893315517	0.0000004807	0.0000007423
chr2R	9284501	9285000	chr2R	9284501	9285000	65597	65597	0.6296454288	0.0000000000	0.0000000000
chr2R	9292001	9292500	chr2R	9292001	9292500	65612	65612	0.7395316809	0.0000000000	0.0000000000
chr2R	9387501	9388000	chr2R	9387501	9388000	65803	65803	0.1810639926	0.0249423863	0.0282712776
chr2R	9399001	9399500	chr2R	9399001	9399500	65826	65826	0.5982776631	0.0000000000	0.0000000000
chr2R	9407001	9407500	chr2R	9407001	9407500	65842	65842	0.1036538971	0.2026379475	0.2153143854
chr2R	9414001	9414500	chr2R	9414001	9414500	65856	65856	0.2314443379	0.0038904853	0.0046474124
chr2R	9424001	9424500	chr2R	9424001	9424500	65876	65876	0.3835307789	0.0000007409	0.0000011272
chr2R	9425001	9425500	chr2R	9425001	9425500	65878	65878	0.1569803817	0.0525452231	0.0583501476
chr2R	9426001	9426500	chr2R	9426001	9426500	65880	65880	0.2719041375	0.0006353797	0.0007996368
chr2R	9441501	9442000	chr2R	9441501	9442000	65911	65911	0.4615946786	0.0000000010	0.0000000018
chr2R	9446001	9446500	chr2R	9446001	9446500	65920	65920	0.6156412684	0.0000000000	0.0000000000
chr2R	9541001	9541500	chr2R	9541001	9541500	66110	66110	0.5996607145	0.0000000000	0.0000000000
chr2R	9546501	9547000	chr2R	9546501	9547000	66121	66121	0.1798506987	0.0259516912	0.0294081254
chr2R	9557501	9558000	chr2R	9557501	9558000	66143	66143	-0.1200271046	0.1396362974	0.1508512832
chr2R	9578001	9578500	chr2R	9578001	9578500	66184	66184	0.6499695548	0.0000000000	0.0000000000
chr2R	9587001	9587500	chr2R	9587001	9587500	66202	66202	0.6722405409	0.0000000000	0.0000000000
chr2R	9594001	9594500	chr2R	9594001	9594500	66216	66216	0.6813669786	0.0000000000	0.0000000000
chr2R	9633001	9633500	chr2R	9633001	9633500	66294	66294	0.1321889907	0.1034172206	0.1127439084
chr2R	9669001	9669500	chr2R	9669001	9669500	66366	66366	0.1981360722	0.0139252367	0.0160933826
chr2R	9693501	9694000	chr2R	9693501	9694000	66415	66415	0.7403833470	0.0000000000	0.0000000000
chr2R	9810001	9810500	chr2R	9810001	9810500	66648	66648	0.2781935927	0.0004663439	0.0005925101
chr2R	9820501	9821000	chr2R	9820501	9821000	66669	66669	0.6499271373	0.0000000000	0.0000000000
chr2R	9837001	9837500	chr2R	9837001	9837500	66702	66702	0.4588545572	0.0000000013	0.0000000023
chr2R	9842001	9842500	chr2R	9842001	9842500	66712	66712	0.5167493323	0.0000000000	0.0000000000
chr2R	9848001	9848500	chr2R	9848001	9848500	66724	66724	0.5562802832	0.0000000000	0.0000000000
chr2R	9875001	9875500	chr2R	9875001	9875500	66778	66778	0.3501778316	0.0000075262	0.0000107511
chr2R	9882001	9882500	chr2R	9882001	9882500	66792	66792	0.4114973605	0.0000000845	0.0000001377
chr2R	9891501	9892000	chr2R	9891501	9892000	66811	66811	0.4961165865	0.0000000000	0.0000000001
chr2R	9910501	9911000	chr2R	9910501	9911000	66849	66849	0.5447052781	0.0000000000	0.0000000000
chr2R	9942501	9943000	chr2R	9942501	9943000	66913	66913	0.4212798387	0.0000000375	0.0000000627
chr2R	9955501	9956000	chr2R	9955501	9956000	66939	66939	0.4828560867	0.0000000001	0.0000000002
chr2R	9959001	9959500	chr2R	9959001	9959500	66946	66946	0.5526077342	0.0000000000	0.0000000000
chr2R	9973001	9973500	chr2R	9973001	9973500	66974	66974	0.8461890971	0.0000000000	0.0000000000
chr2R	9989001	9989500	chr2R	9989001	9989500	67006	67006	0.9382539844	0.0000000000	0.0000000000
chr2R	10010501	10011000	chr2R	10010501	10011000	67049	67049	0.1246553377	0.1274021744	0.1379869025
chr2R	10025501	10026000	chr2R	10025501	10026000	67079	67079	0.1206173265	0.1376811803	0.1488082241
chr2R	10048501	10049000	chr2R	10048501	10049000	67125	67125	0.6709710047	0.0000000000	0.0000000000
chr2R	10066501	10067000	chr2R	10066501	10067000	67161	67161	0.5107964401	0.0000000000	0.0000000000
chr2R	10076001	10076500	chr2R	10076001	10076500	67180	67180	0.6276436243	0.0000000000	0.0000000000
chr2R	10096501	10097000	chr2R	10096501	10097000	67221	67221	0.6048458638	0.0000000000	0.0000000000
chr2R	10099501	10100000	chr2R	10099501	10100000	67227	67227	0.4310309410	0.0000000162	0.0000000277
chr2R	10117501	10118000	chr2R	10117501	10118000	67263	67263	0.6760282885	0.0000000000	0.0000000000
chr2R	10142501	10143000	chr2R	10142501	10143000	67313	67313	0.5638665604	0.0000000000	0.0000000000
chr2R	10252501	10253000	chr2R	10252501	10253000	67533	67533	0.6527831447	0.0000000000	0.0000000000
chr2R	10348001	10348500	chr2R	10348001	10348500	67724	67724	0.3147648038	0.0000659256	0.0000883946
chr2R	10391001	10391500	chr2R	10391001	10391500	67810	67810	0.1029173773	0.2058877781	0.2187175803
chr2R	10393001	10393500	chr2R	10393001	10393500	67814	67814	0.0999284047	0.2194596131	0.2327701222
chr2R	10393501	10394000	chr2R	10393501	10394000	67815	67815	0.1025783226	0.2073963209	0.2202195933
chr2R	10417001	10417500	chr2R	10417001	10417500	67862	67862	0.1220548070	0.1330066855	0.1438896128
chr2R	10429501	10430000	chr2R	10429501	10430000	67887	67887	0.6063291264	0.0000000000	0.0000000000
chr2R	10437501	10438000	chr2R	10437501	10438000	67903	67903	0.7007856301	0.0000000000	0.0000000000
chr2R	10466001	10466500	chr2R	10466001	10466500	67960	67960	0.5274952714	0.0000000000	0.0000000000
chr2R	10466501	10467000	chr2R	10466501	10467000	67961	67961	0.4072413785	0.0000001193	0.0000001925
chr2R	10468001	10468500	chr2R	10468001	10468500	67964	67964	0.4067000839	0.0000001246	0.0000002009
chr2R	10480001	10480500	chr2R	10480001	10480500	67988	67988	0.7219155115	0.0000000000	0.0000000000
chr2R	10534001	10534500	chr2R	10534001	10534500	68096	68096	0.6893554437	0.0000000000	0.0000000000
chr2R	10541001	10541500	chr2R	10541001	10541500	68110	68110	0.2903345856	0.0002510861	0.0003251405
chr2R	10557501	10558000	chr2R	10557501	10558000	68143	68143	0.7022370756	0.0000000000	0.0000000000
chr2R	10605001	10605500	chr2R	10605001	10605500	68238	68238	0.1080227056	0.1841170396	0.1963521316
chr2R	10645501	10646000	chr2R	10645501	10646000	68319	68319	0.4959551675	0.0000000000	0.0000000001
chr2R	10689501	10690000	chr2R	10689501	10690000	68407	68407	0.2251478493	0.0050230621	0.0059606813
chr2R	10731001	10731500	chr2R	10731001	10731500	68490	68490	0.3773529119	0.0000011629	0.0000017475
chr2R	10740001	10740500	chr2R	10740001	10740500	68508	68508	0.5612001239	0.0000000000	0.0000000000
chr2R	10783001	10783500	chr2R	10783001	10783500	68594	68594	0.4034302589	0.0000001617	0.0000002589
chr2R	10798001	10798500	chr2R	10798001	10798500	68624	68624	0.3742150814	0.0000014565	0.0000021726
chr2R	10810001	10810500	chr2R	10810001	10810500	68648	68648	0.4655274450	0.0000000007	0.0000000012
chr2R	10820001	10820500	chr2R	10820001	10820500	68668	68668	0.5707673259	0.0000000000	0.0000000000
chr2R	10822501	10823000	chr2R	10822501	10823000	68673	68673	0.2383238991	0.0029195391	0.0035164428
chr2R	10838501	10839000	chr2R	10838501	10839000	68705	68705	0.5633697707	0.0000000000	0.0000000000
chr2R	10844001	10844500	chr2R	10844001	10844500	68716	68716	0.6416570430	0.0000000000	0.0000000000
chr2R	10859001	10859500	chr2R	10859001	10859500	68746	68746	-0.0819036315	0.3147222717	0.3291499893
chr2R	10874501	10875000	chr2R	10874501	10875000	68777	68777	0.6771720636	0.0000000000	0.0000000000
chr2R	10879501	10880000	chr2R	10879501	10880000	68787	68787	0.2486109837	0.0018707722	0.0022833920
chr2R	10886001	10886500	chr2R	10886001	10886500	68800	68800	0.1891271584	0.0190500013	0.0217460647
chr2R	10898501	10899000	chr2R	10898501	10899000	68825	68825	0.5143770460	0.0000000000	0.0000000000
chr2R	10915501	10916000	chr2R	10915501	10916000	68859	68859	0.0862672834	0.2895146839	0.3040165475
chr2R	10925001	10925500	chr2R	10925001	10925500	68878	68878	0.2951339381	0.0001949758	0.0002539651
chr2R	11111001	11111500	chr2R	11111001	11111500	69250	69250	0.1883506083	0.0195596731	0.0223114506
chr2R	11134501	11135000	chr2R	11134501	11135000	69297	69297	0.5959756041	0.0000000000	0.0000000000
chr2R	11150001	11150500	chr2R	11150001	11150500	69328	69328	0.5590301540	0.0000000000	0.0000000000
chr2R	11178501	11179000	chr2R	11178501	11179000	69385	69385	-0.0595083357	0.4655812617	0.4816215141
chr2R	11189501	11190000	chr2R	11189501	11190000	69407	69407	0.1711148406	0.0342987622	0.0386224145
chr2R	11190501	11191000	chr2R	11190501	11191000	69409	69409	0.2678995049	0.0007706021	0.0009645998
chr2R	11199501	11200000	chr2R	11199501	11200000	69427	69427	0.6561591327	0.0000000000	0.0000000000
chr2R	11219001	11219500	chr2R	11219001	11219500	69466	69466	0.3380115841	0.0000163835	0.0000228358
chr2R	11238001	11238500	chr2R	11238001	11238500	69504	69504	0.5231695435	0.0000000000	0.0000000000
chr2R	11250001	11250500	chr2R	11250001	11250500	69528	69528	-0.0432704959	0.5959148289	0.6114170224
chr2R	11264001	11264500	chr2R	11264001	11264500	69556	69556	0.4774826502	0.0000000002	0.0000000004
chr2R	11279501	11280000	chr2R	11279501	11280000	69587	69587	0.6470877207	0.0000000000	0.0000000000
chr2R	11283501	11284000	chr2R	11283501	11284000	69595	69595	0.1043022287	0.1998078984	0.2124528122
chr2R	11289001	11289500	chr2R	11289001	11289500	69606	69606	0.2739331848	0.0005755234	0.0007264676
chr2R	11303501	11304000	chr2R	11303501	11304000	69635	69635			
chr2R	11307501	11308000	chr2R	11307501	11308000	69643	69643	0.6826903875	0.0000000000	0.0000000000
chr2R	11368001	11368500	chr2R	11368001	11368500	69764	69764	0.4916490826	0.0000000000	0.0000000001
chr2R	11371501	11372000	chr2R	11371501	11372000	69771	69771	0.5803975816	0.0000000000	0.0000000000
chr2R	11380001	11380500	chr2R	11380001	11380500	69788	69788	0.2878764431	0.0002852961	0.0003673957
chr2R	11394501	11395000	chr2R	11394501	11395000	69817	69817	0.4256961890	0.0000000258	0.0000000435
chr2R	11405001	11405500	chr2R	11405001	11405500	69838	69838	0.2948358086	0.0001980904	0.0002579499
chr2R	11407001	11407500	chr2R	11407001	11407500	69842	69842	0.3005996524	0.0001453411	0.0001907013
chr2R	11411001	11411500	chr2R	11411001	11411500	69850	69850	0.4729249719	0.0000000003	0.0000000006
chr2R	11421501	11422000	chr2R	11421501	11422000	69871	69871	0.2284218844	0.0049603680	0.0058906743
chr2R	11452001	11452500	chr2R	11452001	11452500	69932	69932	0.6472048693	0.0000000000	0.0000000000
chr2R	11475501	11476000	chr2R	11475501	11476000	69979	69979	0.4904727766	0.0000000001	0.0000000002
chr2R	11528001	11528500	chr2R	11528001	11528500	70084	70084	0.4760053597	0.0000000002	0.0000000004
chr2R	11582001	11582500	chr2R	11582001	11582500	70192	70192	0.7291964757	0.0000000000	0.0000000000
chr2R	11592001	11592500	chr2R	11592001	11592500	70212	70212	0.6798240789	0.0000000000	0.0000000000
chr2R	11603501	11604000	chr2R	11603501	11604000	70235	70235	0.5183372082	0.0000000000	0.0000000000
chr2R	11609501	11610000	chr2R	11609501	11610000	70247	70247	-0.1113187450	0.1709853860	0.1829767732
chr2R	11616001	11616500	chr2R	11616001	11616500	70260	70260	0.5238438654	0.0000000000	0.0000000000
chr2R	11618501	11619000	chr2R	11618501	11619000	70265	70265	0.4159955544	0.0000000584	0.0000000962
chr2R	11626001	11626500	chr2R	11626001	11626500	70280	70280	0.3437303840	0.0000114154	0.0000160943
chr2R	11634001	11634500	chr2R	11634001	11634500	70296	70296	0.2282806772	0.0044272296	0.0052723456
chr2R	11640501	11641000	chr2R	11640501	11641000	70309	70309	0.3834994733	0.0000007426	0.0000011290
chr2R	11651501	11652000	chr2R	11651501	11652000	70331	70331	0.4201698474	0.0000000412	0.0000000687
chr2R	11679001	11679500	chr2R	11679001	11679500	70386	70386	0.4308712314	0.0000000165	0.0000000281
chr2R	11691001	11691500	chr2R	11691001	11691500	70410	70410	0.2612992213	0.0010520618	0.0013056788
chr2R	11742001	11742500	chr2R	11742001	11742500	70512	70512	0.0442203662	0.5878597744	0.6034184804
chr2R	11790001	11790500	chr2R	11790001	11790500	70608	70608	0.7530092875	0.0000000000	0.0000000000
chr2R	11794001	11794500	chr2R	11794001	11794500	70616	70616	0.3261114532	0.0000339217	0.0000462875
chr2R	11825001	11825500	chr2R	11825001	11825500	70678	70678	0.6106621666	0.0000000000	0.0000000000
chr2R	11852501	11853000	chr2R	11852501	11853000	70733	70733	0.8312020536	0.0000000000	0.0000000000
chr2R	11885501	11886000	chr2R	11885501	11886000	70799	70799	0.4877930269	0.0000000001	0.0000000001
chr2R	11892001	11892500	chr2R	11892001	11892500	70812	70812	0.7174489020	0.0000000000	0.0000000000
chr2R	11899001	11899500	chr2R	11899001	11899500	70826	70826	0.3149759999	0.0000651320	0.0000873809
chr2R	11904001	11904500	chr2R	11904001	11904500	70836	70836	0.7216257837	0.0000000000	0.0000000000
chr2R	11935001	11935500	chr2R	11935001	11935500	70898	70898	0.1412994684	0.0814708068	0.0893625112
chr2R	11969501	11970000	chr2R	11969501	11970000	70967	70967	0.4894615826	0.0000000001	0.0000000001
chr2R	11982501	11983000	chr2R	11982501	11983000	70993	70993	0.4509713847	0.0000000027	0.0000000048
chr2R	11985501	11986000	chr2R	11985501	11986000	70999	70999	0.4478432196	0.0000000036	0.0000000064
chr2R	11989001	11989500	chr2R	11989001	11989500	71006	71006	0.6707354177	0.0000000000	0.0000000000
chr2R	12018001	12018500	chr2R	12018001	12018500	71064	71064	0.0527901353	0.5175374066	0.5338251529
chr2R	12027501	12028000	chr2R	12027501	12028000	71083	71083	0.5774138054	0.0000000000	0.0000000000
chr2R	12034001	12034500	chr2R	12034001	12034500	71096	71096	0.3771050943	0.0000011838	0.0000017773
chr2R	12038501	12039000	chr2R	12038501	12039000	71105	71105	0.3776720907	0.0000011364	0.0000017099
chr2R	12138501	12139000	chr2R	12138501	12139000	71305	71305	0.5817376467	0.0000000000	0.0000000000
chr2R	12145501	12146000	chr2R	12145501	12146000	71319	71319	0.1535796416	0.0579653070	0.0641242070
chr2R	12150501	12151000	chr2R	12150501	12151000	71329	71329	0.5688736652	0.0000000000	0.0000000000
chr2R	12162501	12163000	chr2R	12162501	12163000	71353	71353	0.5423763006	0.0000000000	0.0000000000
chr2R	12169001	12169500	chr2R	12169001	12169500	71366	71366	0.6272299758	0.0000000000	0.0000000000
chr2R	12174001	12174500	chr2R	12174001	12174500	71376	71376	0.7101993150	0.0000000000	0.0000000000
chr2R	12179501	12180000	chr2R	12179501	12180000	71387	71387	0.4525123340	0.0000000023	0.0000000042
chr2R	12200501	12201000	chr2R	12200501	12201000	71429	71429	0.5934746319	0.0000000000	0.0000000000
chr2R	12211501	12212000	chr2R	12211501	12212000	71451	71451	0.7016714459	0.0000000000	0.0000000000
chr2R	12252501	12253000	chr2R	12252501	12253000	71533	71533	0.2467176806	0.0020333832	0.0024760244
chr2R	12321001	12321500	chr2R	12321001	12321500	71670	71670	0.5743706691	0.0000000000	0.0000000000
chr2R	12325501	12326000	chr2R	12325501	12326000	71679	71679	0.1369453343	0.0914428134	0.0999706022
chr2R	12337501	12338000	chr2R	12337501	12338000	71703	71703	0.4739832110	0.0000000003	0.0000000005
chr2R	12344501	12345000	chr2R	12344501	12345000	71717	71717	0.7050515201	0.0000000000	0.0000000000
chr2R	12417001	12417500	chr2R	12417001	12417500	71862	71862	0.1862989529	0.0209631419	0.0238772546
chr2R	12423001	12423500	chr2R	12423001	12423500	71874	71874	0.5396594445	0.0000000000	0.0000000000
chr2R	12431501	12432000	chr2R	12431501	12432000	71891	71891	0.5784751617	0.0000000000	0.0000000000
chr2R	12436501	12437000	chr2R	12436501	12437000	71901	71901	0.5051505870	0.0000000000	0.0000000000
chr2R	12453001	12453500	chr2R	12453001	12453500	71934	71934	0.6705559922	0.0000000000	0.0000000000
chr2R	12468001	12468500	chr2R	12468001	12468500	71964	71964	0.4998707925	0.0000000000	0.0000000000
chr2R	12486001	12486500	chr2R	12486001	12486500	72000	72000	0.2858538900	0.0003472731	0.0004452366
chr2R	12507001	12507500	chr2R	12507001	12507500	72042	72042	0.5068841335	0.0000000000	0.0000000000
chr2R	12518501	12519000	chr2R	12518501	12519000	72065	72065	0.3010967169	0.0001414658	0.0001858262
chr2R	12529501	12530000	chr2R	12529501	12530000	72087	72087	0.5116497118	0.0000000000	0.0000000000
chr2R	12588501	12589000	chr2R	12588501	12589000	72205	72205	0.6711721199	0.0000000000	0.0000000000
chr2R	12593001	12593500	chr2R	12593001	12593500	72214	72214	0.7327043855	0.0000000000	0.0000000000
chr2R	12612501	12613000	chr2R	12612501	12613000	72253	72253	0.7589787957	0.0000000000	0.0000000000
chr2R	12633001	12633500	chr2R	12633001	12633500	72294	72294	0.3576866921	0.0000045754	0.0000066543
chr2R	12636501	12637000	chr2R	12636501	12637000	72301	72301	0.7596338867	0.0000000000	0.0000000000
chr2R	12665001	12665500	chr2R	12665001	12665500	72358	72358	0.4234907869	0.0000000311	0.0000000522
chr2R	12686501	12687000	chr2R	12686501	12687000	72401	72401	0.4485627347	0.0000000033	0.0000000060
chr2R	12742501	12743000	chr2R	12742501	12743000	72513	72513	0.2164305407	0.0070745583	0.0083164927
chr2R	12756501	12757000	chr2R	12756501	12757000	72541	72541	0.6015116270	0.0000000000	0.0000000000
chr2R	12760501	12761000	chr2R	12760501	12761000	72549	72549	0.5214306693	0.0000000000	0.0000000000
chr2R	12769501	12770000	chr2R	12769501	12770000	72567	72567	0.2704837029	0.0006806269	0.0008549629
chr2R	12776501	12777000	chr2R	12776501	12777000	72581	72581	0.5248106388	0.0000000000	0.0000000000
chr2R	12780501	12781000	chr2R	12780501	12781000	72589	72589	0.6077982147	0.0000000000	0.0000000000
chr2R	12809001	12809500	chr2R	12809001	12809500	72646	72646	0.0084064010	0.9179952015	0.9229530498
chr2R	12831501	12832000	chr2R	12831501	12832000	72691	72691	0.1027073704	0.2068212235	0.2196590539
chr2R	12850001	12850500	chr2R	12850001	12850500	72728	72728	0.2965609819	0.0002097639	0.0002727692
chr2R	12880001	12880500	chr2R	12880001	12880500	72788	72788	0.3775448283	0.0000011469	0.0000017240
chr2R	12884001	12884500	chr2R	12884001	12884500	72796	72796	0.5964151165	0.0000000000	0.0000000000
chr2R	12915501	12916000	chr2R	12915501	12916000	72859	72859	0.7052150171	0.0000000000	0.0000000000
chr2R	12936501	12937000	chr2R	12936501	12937000	72901	72901	0.6154090019	0.0000000000	0.0000000000
chr2R	12947001	12947500	chr2R	12947001	12947500	72922	72922	0.1668121832	0.0391795253	0.0438848401
chr2R	12958501	12959000	chr2R	12958501	12959000	72945	72945	0.3916181826	0.0000004044	0.0000006279
chr2R	12979501	12980000	chr2R	12979501	12980000	72987	72987	0.4656230209	0.0000000006	0.0000000012
chr2R	12986001	12986500	chr2R	12986001	12986500	73000	73000	0.3560808807	0.0000050951	0.0000073871
chr2R	12996501	12997000	chr2R	12996501	12997000	73021	73021	0.6168359778	0.0000000000	0.0000000000
chr2R	13039001	13039500	chr2R	13039001	13039500	73106	73106	0.5001681650	0.0000000000	0.0000000000
chr2R	13043001	13043500	chr2R	13043001	13043500	73114	73114	0.6082310459	0.0000000000	0.0000000000
chr2R	13115501	13116000	chr2R	13115501	13116000	73259	73259	0.2141286204	0.0077274658	0.0090474531
chr2R	13153001	13153500	chr2R	13153001	13153500	73334	73334	0.3935022904	0.0000003503	0.0000005459
chr2R	13158001	13158500	chr2R	13158001	13158500	73344	73344	0.4945244220	0.0000000000	0.0000000001
chr2R	13168001	13168500	chr2R	13168001	13168500	73364	73364	0.6064855743	0.0000000000	0.0000000000
chr2R	13189001	13189500	chr2R	13189001	13189500	73406	73406	0.5949789699	0.0000000000	0.0000000000
chr2R	13197501	13198000	chr2R	13197501	13198000	73423	73423	0.3946794494	0.0000003201	0.0000005000
chr2R	13206001	13206500	chr2R	13206001	13206500	73440	73440	0.4720883655	0.0000000003	0.0000000007
chr2R	13223001	13223500	chr2R	13223001	13223500	73474	73474	0.5132149004	0.0000000000	0.0000000000
chr2R	13230001	13230500	chr2R	13230001	13230500	73488	73488	0.5069843193	0.0000000000	0.0000000000
chr2R	13235001	13235500	chr2R	13235001	13235500	73498	73498	0.6775521799	0.0000000000	0.0000000000
chr2R	13239501	13240000	chr2R	13239501	13240000	73507	73507	0.6162795784	0.0000000000	0.0000000000
chr2R	13305501	13306000	chr2R	13305501	13306000	73639	73639	-0.0820362395	0.3139358714	0.3284751676
chr2R	13431001	13431500	chr2R	13431001	13431500	73890	73890	0.5020514024	0.0000000000	0.0000000000
chr2R	13438501	13439000	chr2R	13438501	13439000	73905	73905	0.5703864451	0.0000000000	0.0000000000
chr2R	13450001	13450500	chr2R	13450001	13450500	73928	73928	0.5813415777	0.0000000000	0.0000000000
chr2R	13453001	13453500	chr2R	13453001	13453500	73934	73934	0.3741277054	0.0000014656	0.0000021855
chr2R	13483001	13483500	chr2R	13483001	13483500	73994	73994	0.6552132739	0.0000000000	0.0000000000
chr2R	13495001	13495500	chr2R	13495001	13495500	74018	74018	0.6018521576	0.0000000000	0.0000000000
chr2R	13502501	13503000	chr2R	13502501	13503000	74033	74033	0.5867311991	0.0000000000	0.0000000000
chr2R	13506501	13507000	chr2R	13506501	13507000	74041	74041	0.6410115494	0.0000000000	0.0000000000
chr2R	13546501	13547000	chr2R	13546501	13547000	74121	74121	0.4341785422	0.0000000123	0.0000000212
chr2R	13557001	13557500	chr2R	13557001	13557500	74142	74142	0.4276402853	0.0000000218	0.0000000370
chr2R	13570501	13571000	chr2R	13570501	13571000	74169	74169	0.5783460964	0.0000000000	0.0000000000
chr2R	13584501	13585000	chr2R	13584501	13585000	74197	74197	0.0721618519	0.3759746474	0.3916262329
chr2R	13593001	13593500	chr2R	13593001	13593500	74214	74214	0.6933826603	0.0000000000	0.0000000000
chr2R	13623001	13623500	chr2R	13623001	13623500	74274	74274	0.5332236012	0.0000000000	0.0000000000
chr2R	13689001	13689500	chr2R	13689001	13689500	74406	74406	0.0977999366	0.2295027690	0.2430828145
chr2R	13824501	13825000	chr2R	13824501	13825000	74677	74677	0.7354369820	0.0000000000	0.0000000000
chr2R	13846001	13846500	chr2R	13846001	13846500	74720	74720	0.0236601778	0.7719456031	0.7833918092
chr2R	13855001	13855500	chr2R	13855001	13855500	74738	74738	0.3286592139	0.0000291057	0.0000398758
chr2R	13858501	13859000	chr2R	13858501	13859000	74745	74745	0.5460139842	0.0000000000	0.0000000000
chr2R	13862001	13862500	chr2R	13862001	13862500	74752	74752	0.5601755661	0.0000000000	0.0000000000
chr2R	13911001	13911500	chr2R	13911001	13911500	74850	74850	0.2497259459	0.0019113320	0.0023316747
chr2R	13925501	13926000	chr2R	13925501	13926000	74879	74879	0.2083426980	0.0096093457	0.0112113048
chr2R	13935001	13935500	chr2R	13935001	13935500	74898	74898	0.3357872879	0.0000188170	0.0000260715
chr2R	13941501	13942000	chr2R	13941501	13942000	74911	74911	0.5875199212	0.0000000000	0.0000000000
chr2R	13954001	13954500	chr2R	13954001	13954500	74936	74936	0.6599161154	0.0000000000	0.0000000000
chr2R	13960001	13960500	chr2R	13960001	13960500	74948	74948	0.4109472293	0.0000000884	0.0000001439
chr2R	13963501	13964000	chr2R	13963501	13964000	74955	74955	0.3835345573	0.0000007407	0.0000011272
chr2R	13967501	13968000	chr2R	13967501	13968000	74963	74963	0.4271669847	0.0000000227	0.0000000385
chr2R	13980001	13980500	chr2R	13980001	13980500	74988	74988	0.5551356697	0.0000000000	0.0000000000
chr2R	13991001	13991500	chr2R	13991001	13991500	75010	75010	0.7776057531	0.0000000000	0.0000000000
chr2R	14001501	14002000	chr2R	14001501	14002000	75031	75031	0.1290131840	0.1120745116	0.1218110175
chr2R	14053001	14053500	chr2R	14053001	14053500	75134	75134	0.1494203783	0.0652089259	0.0718301399
chr2R	14079501	14080000	chr2R	14079501	14080000	75187	75187	0.2264061133	0.0047756535	0.0056771115
chr2R	14140501	14141000	chr2R	14140501	14141000	75309	75309	0.5932885709	0.0000000000	0.0000000000
chr2R	14152501	14153000	chr2R	14152501	14153000	75333	75333	0.5437693049	0.0000000000	0.0000000000
chr2R	14174001	14174500	chr2R	14174001	14174500	75376	75376	0.6632522590	0.0000000000	0.0000000000
chr2R	14216501	14217000	chr2R	14216501	14217000	75461	75461	0.5934758452	0.0000000000	0.0000000000
chr2R	14235001	14235500	chr2R	14235001	14235500	75498	75498	0.1774788800	0.0280256373	0.0316734618
chr2R	14240001	14240500	chr2R	14240001	14240500	75508	75508	0.3535563882	0.0000060264	0.0000086725
chr2R	14270501	14271000	chr2R	14270501	14271000	75569	75569	0.5564827249	0.0000000000	0.0000000000
chr2R	14302501	14303000	chr2R	14302501	14303000	75633	75633	0.6543668661	0.0000000000	0.0000000000
chr2R	14307001	14307500	chr2R	14307001	14307500	75642	75642	0.3516051499	0.0000068540	0.0000098271
chr2R	14312501	14313000	chr2R	14312501	14313000	75653	75653	0.6079414662	0.0000000000	0.0000000000
chr2R	14332001	14332500	chr2R	14332001	14332500	75692	75692	0.6371014973	0.0000000000	0.0000000000
chr2R	14351501	14352000	chr2R	14351501	14352000	75731	75731	0.4163552387	0.0000000567	0.0000000936
chr2R	14434001	14434500	chr2R	14434001	14434500	75896	75896	0.5578638789	0.0000000000	0.0000000000
chr2R	14503501	14504000	chr2R	14503501	14504000	76035	76035	0.6494539455	0.0000000000	0.0000000000
chr2R	14526001	14526500	chr2R	14526001	14526500	76080	76080	0.3452937438	0.0000103280	0.0000146188
