chrom1	start1	end1	chrom2	start2	end2	bin1	bin2	score	pvalue	qvalue	resolution
chr2R	14080000	14080250	chr2R	14115000	14115250	37594	37629	-0.0073495137	0.9071199685	0.9464669921	1000
chr2R	14080250	14080500	chr2R	14112500	14112750	37594	37626	-0.0462153011	0.5120287162	0.5933729599	1000
chr2R	14084500	14084750	chr2R	14113500	14113750	37598	37627	0.2005642551	0.0026822137	0.0048982895	1000
chr2R	14085500	14085750	chr2R	14114000	14114250	37599	37628	0.1539856229	0.0173369705	0.028004902	1000
chr2R	14141750	14142000	chr2R	14147750	14148000	37655	37661	0.3666512928	5.1e-09	1.7e-08	1000
chr2R	14311000	14312000	chr2R	14431000	14432000	37825	37945	-0.0768797489	0.1926686061	0.2559277462	1000
chr2R	14332250	14332500	chr2R	14351750	14352000	37846	37865	0.1972656895	0.0007238626	0.0014201312	1000
chr2R	14455750	14456000	chr2R	14480500	14480750	37969	37994	0.2944665661	7.4509e-06	1.81395e-05	1000
chr2R	14622000	14623000	chr2R	14751000	14752000	38136	38265	0.1553295494	0.0080898043	0.0138824511	1000
chr2R	14756250	14756500	chr2R	14769250	14769500	38270	38283	0.6723667623	0.0	0.0	1000
chr2R	14799500	14799750	chr2R	14814250	14814500	38313	38328	0.2708496398	2.7391e-06	6.9673e-06	1000
chr2R	14993000	14994000	chr2R	15145000	15146000	38507	38659	0.3430443967	1.5e-09	5.2e-09	1000
chr2R	14999000	15000000	chr2R	15111000	15112000	38513	38625	0.0345660994	0.5586830341	0.638948607	1000
chr2R	15009000	15010000	chr2R	15081000	15082000	38523	38595	0.0729578384	0.3111877612	0.3884142784	1000
chr2R	15010750	15011000	chr2R	15025750	15026000	38524	38539	0.2640822427	0.000295822	0.0006078497	1000
chr2R	15011000	15011250	chr2R	15109500	15109750	38525	38623	0.2268134747	0.0006541023	0.0012901322	1000
chr2R	15011000	15011250	chr2R	15114000	15114250	38525	38628	0.2392929214	0.0010953445	0.0020932619	1000
chr2R	15012000	15013000	chr2R	15100000	15101000	38526	38614	0.1011005744	0.1503597961	0.2050192413	1000
chr2R	15025000	15026000	chr2R	15100000	15101000	38539	38614	0.1714532705	0.0105661376	0.0177277198	1000
chr2R	15025500	15025750	chr2R	15109250	15109500	38539	38623	0.3747819239	6e-09	1.99e-08	1000
chr2R	15147000	15148000	chr2R	15200000	15201000	38661	38714	0.2561042828	9.4356e-06	2.26721e-05	1000
chr2R	15147000	15148000	chr2R	15216000	15217000	38661	38730	0.072737527	0.2178446948	0.2861070087	1000
chr2R	15167000	15168000	chr2R	15301000	15302000	38681	38815	0.0014011917	0.9810948434	1.0	1000
chr2R	15170000	15172000	chr2R	15466000	15468000	19342	19490	0.1135132916	0.0538559346	0.0735698662	2000
chr2R	15274000	15274250	chr2R	15304000	15304250	38788	38818	0.2129069608	0.0002556657	0.0005292686	1000
chr2R	15378000	15380000	chr2R	15678000	15680000	19446	19596	0.1245536792	0.0342268495	0.0480304489	2000
chr2R	15380000	15382000	chr2R	15568000	15570000	19447	19541	0.252908118	1.23157e-05	2.75711e-05	2000
chr2R	15381000	15382000	chr2R	15531000	15532000	38895	39045	0.178566446	0.0022690004	0.0041949021	1000
chr2R	15394000	15395000	chr2R	15628000	15629000	19454	19571	0.0993259833	0.0919284525	0.1200930729	2000
chr2R	15396000	15398000	chr2R	15624000	15626000	19455	19569	0.1460191051	0.0128758173	0.0194499547	2000
chr2R	15400000	15401000	chr2R	15649000	15650000	19457	19581	0.1313781978	0.0254354784	0.0365273938	2000
chr2R	15571000	15572000	chr2R	15679000	15680000	39085	39193	0.4394674782	0.0	0.0	1000
chr2R	15700000	15701000	chr2R	15757000	15758000	39214	39271	0.1153159928	0.0501263338	0.0752575147	1000
chr2R	15729000	15730000	chr2R	15781000	15782000	39243	39295	0.09381668	0.1115502716	0.1564390057	1000
chr2R	15735500	15735750	chr2R	15751000	15751250	39249	39265	0.1853127627	0.0015214813	0.0028778103	1000
chr2R	15762500	15762750	chr2R	15781000	15781250	39276	39295	0.3153205094	3.38e-08	1.047e-07	1000
chr2R	15886750	15887000	chr2R	15898000	15898250	39400	39412	-0.0223047394	0.7109238386	0.77884874	1000
chr2R	15891250	15891500	chr2R	15897750	15898000	39405	39411	-0.0653657144	0.3197890787	0.3978039523	1000
chr2R	16034750	16035000	chr2R	16075500	16075750	39548	39589	0.1963548718	0.0007672313	0.0015012227	1000
chr2R	16102750	16103000	chr2R	16110250	16110500	39616	39624	0.3371475192	2.89e-08	9.07e-08	1000
chr2R	16322250	16322500	chr2R	16336750	16337000	39836	39850	0.5010204853	0.0	0.0	1000
chr2R	16500250	16500500	chr2R	16515250	16515500	40014	40029	0.1420941857	0.015727906	0.0256869785	1000
chr2R	16515000	16516000	chr2R	16571000	16572000	40029	40085	0.2044708379	0.0004525906	0.0009088775	1000
chr2R	16571500	16571750	chr2R	16586000	16586250	40085	40100	0.2374573301	4.37471e-05	9.75931e-05	1000
chr2R	16579250	16579500	chr2R	16585750	16586000	40093	40099	0.4714145214	0.0	0.0	1000
chr2R	16595000	16596000	chr2R	16672000	16673000	40109	40186	0.5135869002	0.0	0.0	1000
chr2R	16609000	16610000	chr2R	16689000	16690000	40123	40203	0.0901190502	0.1264635136	0.175904309	1000
chr2R	16611000	16612000	chr2R	16668000	16669000	40125	40182	0.1671026343	0.0043347475	0.0077486238	1000
chr2R	16670000	16671000	chr2R	16924000	16925000	20092	20219	0.1101370907	0.061459704	0.0830343864	2000
chr2R	16673000	16674000	chr2R	16800000	16801000	40187	40314	0.5489111052	0.0	0.0	1000
chr2R	16732000	16733000	chr2R	16829000	16830000	40246	40343	0.5715707453	0.0	0.0	1000
chr2R	16857250	16857500	chr2R	16867750	16868000	40371	40381	0.546779202	0.0	0.0	1000
chr2R	16961000	16961250	chr2R	16973750	16974000	40475	40487	0.6253063492	0.0	0.0	1000
chr2R	17075000	17076000	chr2R	17374000	17375000	20294	20444	0.181666631	0.0018915971	0.0032576688	2000
chr2R	17111000	17112000	chr2R	17319000	17320000	40625	40833	0.005830216	0.9214566508	0.9564779064	1000
chr2R	17156000	17158000	chr2R	17388000	17390000	40670	40902	0.1572700095	0.0150538542	0.0246771699	1000
chr2R	17265000	17265250	chr2R	17335750	17336000	40779	40849	0.0554230145	0.3481161087	0.4272772871	1000
chr2R	17536000	17536250	chr2R	17547750	17548000	41050	41061	0.1983276507	0.0009371965	0.0018097869	1000
chr2R	17568500	17568750	chr2R	17581500	17581750	41082	41095	0.156849314	0.0081344521	0.0139330824	1000
chr2R	17573000	17573250	chr2R	17581500	17581750	41087	41095	0.3447123205	1.32e-08	4.24e-08	1000
chr2R	17604750	17605000	chr2R	17616250	17616500	41118	41130	0.423126177	0.0	0.0	1000
chr2R	17737250	17737500	chr2R	17748250	17748500	41251	41262	0.1384337511	0.0218115044	0.0347507987	1000
chr2R	17868000	17870000	chr2R	18126000	18128000	20691	20820	0.3739255137	1e-10	4e-10	2000
chr2R	17872000	17874000	chr2R	18092000	18094000	41386	41606	0.2141674031	0.0002342869	0.0004859202	1000
chr2R	17876000	17878000	chr2R	18072000	18074000	41390	41586	0.0815215981	0.1946334117	0.258072942	1000
chr2R	17881000	17882000	chr2R	18087000	18088000	41395	41601	0.0685310923	0.310851004	0.3882129074	1000
chr2R	18095000	18095250	chr2R	18123750	18124000	41609	41637	0.4391299046	0.0	0.0	1000
chr2R	18101250	18101500	chr2R	18117750	18118000	41615	41631	0.174959037	0.0067292987	0.0117259355	1000
chr2R	18126000	18126250	chr2R	18134750	18135000	41640	41648	0.3880410348	1e-10	4e-10	1000
chr2R	18134750	18135000	chr2R	18140500	18140750	41648	41654	0.1213419519	0.0638293076	0.093545866	1000
chr2R	18300000	18300250	chr2R	18306000	18306250	41814	41820	0.017194666	0.7938133143	0.8505414577	1000
chr2R	18382000	18382250	chr2R	18400000	18400250	41896	41914	0.0468579726	0.4277656077	0.5067694271	1000
chr2R	18473250	18473500	chr2R	18514000	18514250	41987	42028	0.4538560727	0.0	0.0	1000
chr2R	18562000	18562250	chr2R	18588750	18589000	42076	42102	0.2003075158	0.0039922716	0.0071711826	1000
chr2R	18583500	18583750	chr2R	18611500	18611750	42097	42125	0.067479583	0.3379900122	0.4178613949	1000
chr2R	18660750	18661000	chr2R	18687750	18688000	42174	42201	0.2582886141	7.8485e-06	1.8985e-05	1000
chr2R	18808000	18808250	chr2R	18816750	18817000	42322	42330	0.3767833199	4e-10	1.4e-09	1000
chr2R	18852000	18853000	chr2R	18971000	18972000	42366	42485	0.21995111	0.0002450386	0.0005077439	1000
chr2R	18972000	18973000	chr2R	19138000	19139000	42486	42652	0.2216939607	0.0001375769	0.0002916262	1000
chr2R	19165250	19165500	chr2R	19177250	19177500	42679	42691	0.5308424083	0.0	0.0	1000
chr2R	19425500	19425750	chr2R	19436500	19436750	42939	42950	0.4821048435	0.0	0.0	1000
chr2R	19662000	19662250	chr2R	19669000	19669250	43176	43183	0.3930745401	1e-10	4e-10	1000
chr2R	19692000	19692250	chr2R	19826250	19826500	43206	43340	0.5392915607	0.0	0.0	1000
chr2R	19772000	19774000	chr2R	20228000	20230000	21643	21871	0.1022540629	0.1297576205	0.1652207216	2000
chr2R	19837000	19838000	chr2R	20032000	20033000	43351	43546	-0.0423328118	0.4737808633	0.5547497622	1000
chr2R	19840000	19841000	chr2R	20066000	20067000	43354	43580	0.0093378297	0.8782750612	0.9202759046	1000
chr2R	19840750	19841000	chr2R	19858000	19858250	43354	43372	0.1349432589	0.0216699919	0.0345502105	1000
chr2R	19841000	19842000	chr2R	20041000	20042000	43355	43555	0.0099019529	0.8670060003	0.9106237678	1000
chr2R	19874000	19875000	chr2R	20235000	20236000	21694	21874	0.0482951376	0.4137108589	0.4748662503	2000
chr2R	19896000	19898000	chr2R	20220000	20222000	21705	21867	-0.0914810725	0.1208003807	0.1545267298	2000
chr2R	19999000	20000000	chr2R	20230000	20231000	21756	21872	0.17031362	0.0036304101	0.0059866599	2000
chr2R	20041250	20041500	chr2R	20066500	20066750	43555	43580	-0.0146178866	0.8105099249	0.8644137175	1000
chr2R	20157750	20158000	chr2R	20207000	20207250	43671	43721	0.2508625866	1.45769e-05	3.45382e-05	1000
chr2R	20308000	20309000	chr2R	20532000	20533000	21911	22023	0.0497621487	0.3996480494	0.4603962172	2000
chr2R	20310000	20312000	chr2R	20538000	20540000	21912	22026	0.1691550283	0.0038716546	0.0063513503	2000
chr2R	20326000	20328000	chr2R	20584000	20586000	21920	22049	0.1741851127	0.0029195527	0.0048909691	2000
chr2R	20328000	20329000	chr2R	20539000	20540000	43842	44053	-0.0007666176	0.9896559702	1.0	1000
chr2R	20340000	20342000	chr2R	20518000	20520000	43854	44032	-0.0282148876	0.6331600988	0.711621787	1000
chr2R	20364000	20365000	chr2R	20516000	20517000	43878	44030	0.0417031727	0.5378303074	0.618938362	1000
chr2R	20540000	20541000	chr2R	20602000	20603000	44054	44116	0.0336117891	0.5695997015	0.6487514871	1000
chr2R	20644000	20646000	chr2R	20834000	20836000	22079	22174	0.0972389474	0.0990099507	0.1288118877	2000
chr2R	20698000	20699000	chr2R	20808000	20809000	44212	44322	0.0610583064	0.301194258	0.3776446986	1000
chr2R	20884000	20885000	chr2R	20938000	20939000	44398	44452	0.5111586524	0.0	0.0	1000
chr2R	20884500	20884750	chr2R	20906750	20907000	44398	44420	0.5626720223	0.0	0.0	1000
chr2R	20914000	20914250	chr2R	20961250	20961500	44428	44475	0.1053029569	0.0738629903	0.1070457089	1000
chr2R	20914250	20914500	chr2R	20935250	20935500	44428	44449	0.0744882543	0.2069314045	0.2733965362	1000
chr2R	21048250	21048500	chr2R	21056500	21056750	44562	44570	0.4220934416	0.0	0.0	1000
chr2R	21048500	21048750	chr2R	21055250	21055500	44562	44569	0.508834522	0.0	0.0	1000
chr2R	21058000	21059000	chr2R	21129000	21130000	44572	44643	0.3314193157	5.7e-09	1.9e-08	1000
chr2R	21064000	21065000	chr2R	21122000	21123000	44578	44636	0.1412479768	0.016181375	0.0263110822	1000
chr2R	21160750	21161000	chr2R	21182750	21183000	44674	44696	0.4910223996	0.0	0.0	1000
chr2R	21212250	21212500	chr2R	21217750	21218000	44726	44731	-0.1997854502	0.0026672257	0.0048781575	1000
chr2R	21282250	21282500	chr2R	21293250	21293500	44796	44807	0.5224471955	0.0	0.0	1000
chr2R	21312750	21313000	chr2R	21323250	21323500	44826	44837	0.3189530563	5.32e-08	1.621e-07	1000
chr2R	21367500	21367750	chr2R	21379250	21379500	44881	44893	0.2028452563	0.000632423	0.0012502661	1000
chr2R	21524250	21524500	chr2R	21545250	21545500	45038	45059	0.2375062323	4.22564e-05	9.45535e-05	1000
chr2R	21579500	21579750	chr2R	21585500	21585750	45093	45099	0.3366538829	1.013e-07	2.994e-07	1000
chr2R	21728000	21730000	chr2R	21972000	21974000	22621	22743	0.1853544721	0.00404465	0.0066057642	2000
chr2R	21729000	21730000	chr2R	22046000	22047000	22621	22780	0.2397182625	0.0001784397	0.0003445786	2000
chr2R	21730000	21732000	chr2R	21934000	21936000	45244	45448	0.025262835	0.6785596018	0.7508261994	1000
chr2R	21730000	21732000	chr2R	22004000	22006000	22622	22759	0.2613945516	4.09061e-05	8.62144e-05	2000
chr2R	21731000	21732000	chr2R	21822000	21823000	45245	45336	0.0701090266	0.2965046808	0.3728209423	1000
chr2R	21732000	21733000	chr2R	21804000	21805000	45246	45318	0.1659174718	0.0159783079	0.0260574764	1000
chr2R	21732000	21734000	chr2R	21916000	21918000	45246	45430	0.1232343323	0.0575910482	0.0854215749	1000
chr2R	21749000	21750000	chr2R	22027000	22028000	22631	22770	-0.0723261975	0.2667065424	0.3183503659	2000
chr2R	21750000	21752000	chr2R	22056000	22058000	22632	22785	0.0303806345	0.6413087899	0.7018874144	2000
chr2R	21755000	21756000	chr2R	21939000	21940000	45269	45453	-0.0058230047	0.9215534877	0.9564779064	1000
chr2R	21759000	21760000	chr2R	21946000	21947000	45273	45460	-0.0140889299	0.8116630079	0.8648099357	1000
chr2R	21766000	21768000	chr2R	22036000	22038000	22640	22775	0.1097112546	0.0624785813	0.084307988	2000
chr2R	21768000	21769000	chr2R	22017000	22018000	45282	45531	3.5743e-05	0.9995177037	1.0	1000
chr2R	21768000	21770000	chr2R	22056000	22058000	22641	22785	0.1448448925	0.0136288841	0.0205035489	2000
chr2R	21777000	21778000	chr2R	22023000	22024000	45291	45537	-0.0400173051	0.4983325915	0.5795113111	1000
chr2R	21798000	21799000	chr2R	22031000	22032000	22656	22772	0.0014696976	0.9820251389	1.0	2000
chr2R	21800000	21802000	chr2R	22026000	22028000	22657	22770	0.0260045085	0.6900910831	0.7482467256	2000
chr2R	21887000	21888000	chr2R	22059000	22060000	22700	22786	0.0323516132	0.5841682347	0.6457364153	2000
chr2R	21972000	21973000	chr2R	22060000	22061000	45486	45574	0.4275324337	0.0	0.0	1000
chr2R	22175000	22175250	chr2R	22182500	22182750	45689	45696	0.5425543138	0.0	0.0	1000
chr2R	22235000	22236000	chr2R	22287000	22288000	45749	45801	0.351342898	5e-10	2e-09	1000
chr2R	22243250	22243500	chr2R	22270750	22271000	45757	45784	0.0888639741	0.1318617096	0.182838323	1000
chr2R	22410000	22412000	chr2R	22650000	22652000	22962	23082	0.1055290662	0.0732406837	0.0975807544	2000
chr2R	22420000	22421000	chr2R	22483000	22484000	45934	45997	0.1977106392	0.0007035091	0.0013826515	1000
chr2R	22422000	22423000	chr2R	22492000	22493000	45936	46006	0.1398938576	0.0172452471	0.0278905465	1000
chr2R	22483750	22484000	chr2R	22491500	22491750	45997	46005	0.5182934508	0.0	0.0	1000
chr2R	22514000	22515000	chr2R	22592000	22593000	46028	46106	0.0843149238	0.1797117054	0.2400132795	1000
chr2R	22562000	22563000	chr2R	22637000	22638000	46076	46151	0.2377520101	4.14602e-05	9.28657e-05	1000
chr2R	22570250	22570500	chr2R	22593000	22593250	46084	46107	0.0775601782	0.2024361541	0.2676172097	1000
chr2R	22573500	22573750	chr2R	22589750	22590000	46087	46103	-0.0032490558	0.9643725063	0.9907782697	1000
chr2R	22595000	22596000	chr2R	22651000	22652000	46109	46165	0.4980262896	0.0	0.0	1000
chr2R	22615500	22615750	chr2R	22633500	22633750	46129	46147	0.2142153288	0.0002335079	0.0004847588	1000
chr2R	22678500	22678750	chr2R	22689000	22689250	46192	46203	0.1940401161	0.001215046	0.0023140247	1000
chr2R	22689000	22690000	chr2R	22804000	22805000	23101	23159	0.119634164	0.0420592658	0.0582460295	2000
chr2R	22729000	22730000	chr2R	22797000	22798000	46243	46311	0.0849329649	0.1499195928	0.2045450425	1000
chr2R	22775000	22775250	chr2R	22790750	22791000	46289	46304	0.0921424194	0.1187674577	0.1657202924	1000
chr2R	22800000	22802000	chr2R	23046000	23048000	23157	23280	-0.1187350692	0.0436424134	0.0602123821	2000
chr2R	22860000	22861000	chr2R	23046000	23047000	23187	23280	0.1699264738	0.0037094685	0.0061033857	2000
chr2R	22860250	22860500	chr2R	22867750	22868000	46374	46381	0.168624122	0.0082176606	0.0140647199	1000
chr2R	22925000	22925250	chr2R	22934000	22934250	46439	46448	0.5603067055	0.0	0.0	1000
chr2R	22944000	22945000	chr2R	23044000	23045000	46458	46558	0.15595582	0.0078337448	0.0134701455	1000
chr2R	22945250	22945500	chr2R	22993250	22993500	46459	46507	0.1760804458	0.0026197903	0.0047953648	1000
chr2R	22952000	22952250	chr2R	22993000	22993250	46466	46507	0.4037773224	0.0	0.0	1000
chr2R	22970000	22971000	chr2R	23116000	23117000	46484	46630	0.1356811174	0.0251465283	0.0396362301	1000
chr2R	22970500	22970750	chr2R	22998750	22999000	46484	46512	0.3709183754	2e-10	6e-10	1000
chr2R	22993000	22994000	chr2R	23044000	23045000	46507	46558	0.4129087593	0.0	0.0	1000
chr2R	23006000	23008000	chr2R	23342000	23344000	23260	23428	0.2055754873	0.0004205306	0.0007729521	2000
chr2R	23078000	23080000	chr2R	23354000	23356000	23296	23434	0.20479793	0.000442869	0.0008113154	2000
chr2R	23131000	23132000	chr2R	23502000	23503000	23322	23508	-0.0295297314	0.6174002081	0.6787415105	2000
chr2R	23136000	23137000	chr2R	23301000	23302000	46650	46815	-0.0083729384	0.8873939562	0.9289511944	1000
chr2R	23152000	23154000	chr2R	23416000	23418000	23333	23465	0.1369543791	0.0237950253	0.0343947687	2000
chr2R	23204000	23205000	chr2R	23328000	23329000	46718	46842	0.1528078761	0.0091977204	0.0155734929	1000
chr2R	23228000	23229000	chr2R	23286000	23287000	46742	46800	0.2053547873	0.0004267625	0.0008609165	1000
chr2R	23235000	23235250	chr2R	23258250	23258500	46749	46772	0.3598396145	2e-10	7e-10	1000
chr2R	23386750	23387000	chr2R	23396500	23396750	46900	46910	0.4488944221	0.0	0.0	1000
chr2R	23410000	23411000	chr2R	23517000	23518000	46924	47031	0.2418009268	0.0002702391	0.0005578724	1000
chr2R	23523750	23524000	chr2R	23548000	23548250	47037	47062	0.1882889859	0.0024856029	0.0045648458	1000
chr2R	23527000	23527250	chr2R	23547000	23547250	47041	47061	0.2126747141	0.0033942625	0.0061468928	1000
chr2R	23573500	23573750	chr2R	23580500	23580750	47087	47094	0.0656680768	0.3072961907	0.3842070452	1000
chr2R	23574000	23575000	chr2R	23646000	23647000	47088	47160	-0.0475935705	0.4205376311	0.4995436272	1000
chr2R	23601750	23602000	chr2R	23617750	23618000	47115	47131	0.411821173	0.0	0.0	1000
chr2R	23621500	23621750	chr2R	23632250	23632500	47135	47146	0.5578072075	0.0	0.0	1000
chr2R	23633250	23633500	chr2R	23645500	23645750	47147	47159	0.2517402808	1.9192e-05	4.46133e-05	1000
chr2R	23639250	23639500	chr2R	23645500	23645750	47153	47159	0.3000177448	2.5438e-06	6.5005e-06	1000
chr2R	23704000	23705000	chr2R	23809000	23810000	47218	47323	0.277299213	1.4674e-06	3.8521e-06	1000
chr2R	23716000	23717000	chr2R	23833000	23834000	47230	47347	0.0795244042	0.1777466617	0.2378194453	1000
chr2R	23734000	23735000	chr2R	23838000	23839000	47248	47352	0.0835897788	0.1565011231	0.2124766781	1000
chr2R	23746000	23747000	chr2R	23809000	23810000	47260	47323	0.0684123536	0.2610972694	0.3361304579	1000
chr2R	23883000	23883250	chr2R	23889500	23889750	47397	47403	0.2304863643	0.0003608469	0.0007329004	1000
chr2R	23907250	23907500	chr2R	23933750	23934000	47421	47447	0.1825824293	0.0024574472	0.004516886	1000
chr2R	23933750	23934000	chr2R	23939750	23940000	47447	47453	0.2494968928	0.0001071587	0.0002300117	1000
chr2R	23978500	23978750	chr2R	23988000	23988250	47492	47502	0.3184794629	7.82e-08	2.341e-07	1000
chr2R	24034250	24034500	chr2R	24046750	24047000	47548	47560	0.4302508345	0.0	0.0	1000
chr2R	24047000	24047250	chr2R	24057500	24057750	47561	47571	0.6650399321	0.0	0.0	1000
chr2R	24047000	24047250	chr2R	24059750	24060000	47561	47573	0.520371231	0.0	0.0	1000
chr2R	24062500	24062750	chr2R	24068750	24069000	47576	47582	0.180743156	0.0054766667	0.0096495727	1000
chr2R	24068750	24069000	chr2R	24086250	24086500	47582	47600	0.5688753357	0.0	0.0	1000
chr2R	24086750	24087000	chr2R	24098750	24099000	47600	47612	0.2468842628	2.81338e-05	6.43849e-05	1000
chr2R	24099000	24099250	chr2R	24114000	24114250	47613	47628	0.2803041851	1.1609e-06	3.084e-06	1000
chr2R	24114000	24115000	chr2R	24174000	24175000	47628	47688	0.0980328925	0.1632166607	0.220377346	1000
chr2R	24114000	24115000	chr2R	24187000	24188000	47628	47701	0.2705933917	8.34402e-05	0.0001806783	1000
chr2R	24174500	24174750	chr2R	24187250	24187500	5961	5963	0.4007967013	1.11e-08	4.3e-08	8000
chr2R	24210000	24212000	chr2R	24494000	24496000	47724	48008	0.05708224	0.3338446552	0.4135317568	1000
chr2R	24215000	24216000	chr2R	24490000	24491000	47729	48004	0.1414923315	0.0159956224	0.0260665039	1000
chr2R	24266000	24267000	chr2R	24427000	24428000	47780	47941	-0.0155381953	0.7927079134	0.8503454252	1000
chr2R	24275000	24276000	chr2R	24543000	24544000	23894	24028	0.1309758722	0.0258937975	0.0370893034	2000
chr2R	24276000	24277000	chr2R	24514000	24515000	23895	24014	-0.0224936147	0.7035997403	0.7610294356	2000
chr2R	24291000	24292000	chr2R	24427000	24428000	47805	47941	0.1961434942	0.0007776328	0.0015175497	1000
chr2R	24292000	24293000	chr2R	24388000	24389000	47806	47902	0.0967658993	0.1006736586	0.1424493647	1000
chr2R	24300000	24301000	chr2R	24427000	24428000	47814	47941	0.1275141142	0.0301387113	0.0469696959	1000
chr2R	24369000	24370000	chr2R	24543000	24544000	47883	48057	0.0170872224	0.7725819278	0.8340116128	1000
chr2R	24402000	24403000	chr2R	24514000	24515000	47916	48028	0.0249121888	0.6734699336	0.7471271405	1000
chr2R	24612000	24613000	chr2R	24737000	24738000	48126	48251	0.1467670203	0.0449281001	0.0680999216	1000
chr2R	24642000	24643000	chr2R	24722000	24723000	48156	48236	0.1357975094	0.0576584202	0.0854420565	1000
chr2R	24826750	24827000	chr2R	24838000	24838250	48340	48352	-0.0394375405	0.5121293961	0.5933729599	1000
chr2R	24903750	24904000	chr2R	24969500	24969750	48417	48483	0.4478446338	0.0	0.0	1000
chr2R	25040000	25041000	chr2R	25181000	25182000	48554	48695	0.1320145193	0.0247248301	0.0389993221	1000
chr2R	25078000	25078250	chr2R	25083500	25083750	48592	48597	0.6173130047	0.0	0.0	1000
chr2R	25084000	25085000	chr2R	25189000	25190000	48598	48703	0.308781056	6.73e-08	2.03e-07	1000
chr2R	25086000	25087000	chr2R	25182000	25183000	48600	48696	0.4079331326	0.0	0.0	1000
chr2R	25087000	25088000	chr2R	25162000	25163000	48601	48676	0.2642365854	0.0001244283	0.0002657914	1000
chr2R	25099000	25100000	chr2R	25224000	25225000	48613	48738	0.0227200938	0.7007577495	0.7703809735	1000
chr2R	25136000	25136250	chr2R	25174500	25174750	48650	48688	0.0926690902	0.1542503585	0.2098070334	1000
chr2R	25139250	25139500	chr2R	25177250	25177500	48653	48691	0.2416233437	0.00082683	0.0016121364	1000
chr2R	25183750	25184000	chr2R	25189250	25189500	48697	48703	0.6430426669	0.0	0.0	1000
chr2R	25191000	25192000	chr2R	25252000	25253000	48705	48766	0.3770100976	3e-10	1.1e-09	1000
chr2R	6038000	6039000	chr2R	6150000	6151000	14776	14832	0.5025852604	0.0	0.0	2000
chr2R	6288250	6288500	chr2R	6324000	6324250	29802	29838	0.4041282118	1e-10	2e-10	1000
chr2R	6327000	6328000	chr2R	6432000	6433000	14920	14973	0.0552617214	0.3964323541	0.4569295831	2000
chr2R	6515000	6515250	chr2R	6573500	6573750	30029	30087	0.2540246223	3.74336e-05	8.46176e-05	1000
chr2R	6515000	6516000	chr2R	6601000	6602000	30029	30115	0.1662514864	0.0045410057	0.0081107713	1000
chr2R	6515000	6516000	chr2R	6611000	6612000	30029	30125	-0.0310610318	0.5992643283	0.6766183462	1000
chr2R	6528000	6528250	chr2R	6573500	6573750	30042	30087	0.0875238608	0.163631159	0.2208022895	1000
chr2R	6573250	6573500	chr2R	6600750	6601000	30087	30114	0.1384339319	0.0269824058	0.0423489816	1000
chr2R	6573500	6573750	chr2R	6610500	6610750	30087	30124	0.3521081694	5.2e-09	1.75e-08	1000
chr2R	6573500	6573750	chr2R	6612750	6613000	30087	30126	0.1064124768	0.0899492462	0.128011371	1000
chr2R	6573750	6574000	chr2R	6606000	6606250	30087	30120	0.2467725422	6.3356e-05	0.0001388186	1000
chr2R	6575250	6575500	chr2R	6610000	6610250	30089	30124	0.42098808	0.0	1e-10	1000
chr2R	6575250	6575500	chr2R	6613000	6613250	30089	30127	0.028339188	0.6755558825	0.7486255223	1000
chr2R	6759500	6759750	chr2R	6765750	6766000	30273	30279	0.2185514782	0.0007350759	0.0014395778	1000
chr2R	6828000	6828250	chr2R	6847000	6847250	30342	30361	0.1009326765	0.0867569746	0.1239465363	1000
chr2R	7040000	7040250	chr2R	7049750	7050000	30554	30563	-0.0430144589	0.489351203	0.5705659706	1000
chr2R	7108000	7110000	chr2R	7368000	7370000	15311	15441	0.1639634252	0.0051399349	0.008258185	2000
chr2R	7169750	7170000	chr2R	7206750	7207000	15341	15360	0.2705341913	4.19708e-05	8.82641e-05	2000
chr2R	7340250	7340500	chr2R	7346500	7346750	30854	30860	0.173635392	0.0076750238	0.0132383692	1000
chr2R	7352500	7352750	chr2R	7382000	7382250	30866	30896	0.3884033222	0.0	0.0	1000
chr2R	7387250	7387500	chr2R	7407500	7407750	30901	30921	0.4301165004	0.0	0.0	1000
chr2R	7421750	7422000	chr2R	7432500	7432750	30935	30946	0.1738366235	0.0091909756	0.0155734929	1000
chr2R	7548000	7550000	chr2R	7882000	7884000	31062	31396	0.1333810511	0.0232562011	0.0369196363	1000
chr2R	7550000	7551000	chr2R	7887000	7888000	31064	31401	0.0630372063	0.2857590552	0.3626059571	1000
chr2R	7550000	7552000	chr2R	7854000	7856000	15532	15684	0.2611213275	2.20122e-05	4.78517e-05	2000
chr2R	7605000	7605250	chr2R	7620750	7621000	31119	31134	0.3185564636	2.2961e-06	5.9084e-06	1000
chr2R	7618000	7620000	chr2R	7854000	7856000	31132	31368	0.2160665833	0.0007260053	0.0014230732	1000
chr2R	7634000	7635000	chr2R	7783000	7784000	31148	31297	0.3814134504	0.0	0.0	1000
chr2R	7675000	7676000	chr2R	7806000	7807000	31189	31320	0.2145826021	0.0002276175	0.0004729743	1000
chr2R	7853750	7854000	chr2R	7885000	7885250	31367	31399	0.2236068752	0.0001198063	0.0002561657	1000
chr2R	7857000	7858000	chr2R	7911000	7912000	31371	31425	0.1988319577	0.0020070715	0.0037324784	1000
